Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
City of Dillon,Dillon,MT,,8R02-88216,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$43.24 ,,3.6 ,,$11.87 ,,$0.00 ,,,$0 ,,"$85,450 ",,"7,201 ",,"1,976 ",,0 ,,"11,959 ",,No,,,,,,
Kingman County Council on Aging,Kingman,KS,7R02-080,7R02-70206,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$4.30 ,,0.04 ,,$95.87 ,,1.0 ,,$97.67 ,,$0.00 ,,,"$3,431 ",,"$77,941 ",,798 ,,813 ,,0 ,,"19,540 ",,No,,,,,,
Isle au Haut Boat Services,Stonington,ME,1R03-020,1R03-10167,Private-Non-Profit Corporation,Rural Reporter,0 ,2,FB,DO,2,,$17.47 ,,0.28 ,,$598.89 ,,9.7 ,,$61.95 ,,$0.00 ,,,"$252,157 ",,"$894,148 ",,"14,433 ",,"1,493 ",,0 ,,"14,127 ",,No,,,,,,
Dowagiac Dial-A--Ride,Dowagiac,MI,5R03-026,5R03-50494,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,2,,$1.04 ,,0.10 ,,$53.06 ,,5.1 ,,$10.39 ,,$0.00 ,,,"$17,330 ",,"$173,337 ",,"16,676 ",,"3,267 ",,0 ,,"40,992 ",,No,,,,,,
Forest County Potawatomi Community,Crandon,WI,5T14,50014,Tribe,Reduced Reporter,0 ,2,DR,DO,2,,$0.40 ,,0.01 ,,$235.52 ,,3.6 ,,$65.37 ,,$0.00 ,,,$414 ,,"$67,593 ",,"1,034 ",,287 ,,0 ,,"4,783 ",,No,,,,,,
Poarch Band of Creek Indians,Atmore,AL,4T03,44919,Tribe,Reduced Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$273.77 ,,1.6 ,,$175.67 ,,$0.00 ,,,$0 ,,"$42,160 ",,240 ,,154 ,,0 ,,"6,901 ",,No,,,,,,
City of Cottage Grove,Cottage Grove,OR,0R02-049,0R02-00290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,2,,$2.91 ,,0.06 ,,$73.41 ,,1.4 ,,$52.47 ,,$0.00 ,,,"$29,759 ",,"$537,235 ",,"10,238 ",,"7,318 ",,0 ,,"81,443 ",,No,,,,,,
Morrill County Handi Bus,,NE,7R04-041,7R04-70203,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.38 ,,0.01 ,,$98.28 ,,2.7 ,,$36.47 ,,$0.00 ,,,"$1,015 ",,"$97,194 ",,"2,665 ",,989 ,,0 ,,"11,411 ",,No,,,,,,
Pottawatomie County,Westmoreland,KS,7R02-019,7R02-70122,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.42 ,,0.01 ,,$55.02 ,,1.9 ,,$29.09 ,,$0.00 ,,,"$1,973 ",,"$138,092 ",,"4,747 ",,"2,510 ",,0 ,,"19,812 ",,No,,,,,,
"Pine Bluffs Senior Citizens, Inc.",Pine Bluffs,WY,,8R05-88302,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$0.33 ,,0.01 ,,$28.23 ,,1.1 ,,$26.13 ,,$0.00 ,,,$249 ,,"$19,988 ",,765 ,,708 ,,0 ,,"13,760 ",,No,,,,,,
City of Phillipsburg,Phillipsburg,KS,7R02-047,7R02-70191,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.46 ,,0.10 ,,$123.52 ,,8.2 ,,$15.05 ,,$0.00 ,,,"$6,730 ",,"$69,419 ",,"4,613 ",,562 ,,0 ,,"8,285 ",,No,,,,,,
"City of Glenwood Springs, dba: Ride Glenwood Springs",Glenwood Springs,CO,8R01-007,8R01-80258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,PT,2,,$0.43 ,,0.05 ,,$116.15 ,,14.2 ,,$8.16 ,,$0.00 ,,,"$59,911 ",,"$1,136,829 ",,"139,305 ",,"9,788 ",,0 ,,"114,025 ",,No,,,,,,
Can-Do Transportation,Cando,ND,8R03-037,8R03-80261,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$2.37 ,,0.08 ,,$22.71 ,,0.8 ,,$30.10 ,,$0.00 ,,,"$5,792 ",,"$73,562 ",,"2,444 ",,"3,239 ",,0 ,,"41,057 ",,No,,,,,,
City of Winslow,Winslow,AZ,,9R01-99453,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$4.26 ,,0.04 ,,$950.71 ,,9.4 ,,$101.33 ,,$0.00 ,,,"$4,596 ",,"$109,332 ",,"1,079 ",,115 ,,0 ,,"5,399 ",,No,,,,,,
Schuyler ,Schuyler,NE,7R04-012,7R04-70069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.27 ,,0.09 ,,$40.75 ,,3.0 ,,$13.62 ,,$0.00 ,,,"$4,930 ",,"$52,692 ",,"3,868 ",,"1,293 ",,0 ,,"8,632 ",,No,,,,,,
"Services for Seniors, Inc.",Wheatland,WY,8R05-052,8R05-80304,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$0.58 ,,0.02 ,,$23.28 ,,0.9 ,,$25.78 ,,$0.00 ,,,"$2,859 ",,"$126,255 ",,"4,897 ",,"5,424 ",,0 ,,"15,095 ",,No,,,,,,
Decatur County Transportation Bus,Oberlin,KS,7R02-119,7R02-70102,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.25 ,,0.04 ,,$16.11 ,,2.5 ,,$6.52 ,,$0.00 ,,,"$1,384 ",,"$36,770 ",,"5,638 ",,"2,282 ",,0 ,,"9,546 ",,No,,,,,,
Town of Red River,Red River,NM,6R03-015,6R03-60237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$52.43 ,,7.3 ,,$7.14 ,,$0.00 ,,,$0 ,,"$153,790 ",,"21,544 ",,"2,933 ",,0 ,,"20,879 ",,No,,,,,,
"Bad River Band of Lake Superior Tribe of Chippewa, dba: Bad River Transit",Odanah,WI,5T12,55282,Tribe,Reduced Reporter,0 ,2,MB,DO,2,,$0.15 ,,0.01 ,,$64.23 ,,2.4 ,,$26.61 ,,$0.00 ,,,"$3,207 ",,"$555,829 ",,"20,888 ",,"8,654 ",,0 ,,"222,243 ",,No,,,,,,
Carroll County Wellness Transit,Carrollton,KY,,4R04-44939,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$55.28 ,,0.9 ,,$60.75 ,,$0.00 ,,,$0 ,,"$143,011 ",,"2,354 ",,"2,587 ",,0 ,,"35,257 ",,No,,,,,,
Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,Alhambra,CA,,90274,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",2,MB,PT,2,,$0.00 ,,0.00 ,,$58.06 ,,3.8 ,,$15.39 ,,$0.00 ,,,$0 ,,"$395,242 ",,"25,682 ",,"6,807 ",,0 ,,"38,912 ",,No,,,,,,
Rush County Public Transportation,La Crosse,KS,7R02-092,7R02-70086,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.10 ,,0.05 ,,$44.55 ,,1.9 ,,$23.01 ,,$0.00 ,,,"$2,006 ",,"$42,101 ",,"1,830 ",,945 ,,0 ,,"14,397 ",,No,,,,,,
City of Chowchilla,Chowchilla,CA,9R02-058,9R02-91071,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.88 ,,0.04 ,,$247.16 ,,5.3 ,,$46.86 ,,$0.00 ,,,"$14,192 ",,"$354,434 ",,"7,563 ",,"1,434 ",,0 ,,"12,563 ",,No,,,,,,
West Feliciana Public Transit,Saint Francisville,LA,,6R02-66337,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$2.85 ,,0.10 ,,$24.27 ,,0.8 ,,$29.48 ,,$0.00 ,,,"$10,829 ",,"$111,850 ",,"3,794 ",,"4,609 ",,0 ,,"103,727 ",,No,,,,,,
Bladen County,Elizabethtown,NC,4R06-010,4R06-41166,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.37 ,,0.00 ,,$660.48 ,,2.2 ,,$299.63 ,,$0.00 ,,,$603 ,,"$491,396 ",,"1,640 ",,744 ,,0 ,,"10,823 ",,No,,,,,,
Sitka Tribe of Alaska,Sitka,AK,0T14,00014,Tribe,Reduced Reporter,0 ,2,MB,DO,2,,$0.25 ,,0.01 ,,$102.84 ,,4.2 ,,$24.51 ,,$0.00 ,,,"$7,822 ",,"$762,857 ",,"31,129 ",,"7,418 ",,0 ,,"102,219 ",,No,,,,,,
Greensville Emporia Transit System,Emporia,VA,,3R06-31025,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,DO,2,,$3.10 ,,0.07 ,,$64.63 ,,1.4 ,,$45.82 ,,$0.00 ,,,"$13,354 ",,"$197,371 ",,"4,308 ",,"3,054 ",,0 ,,"50,209 ",,No,,,,,,
Twiggs County Transit,Jeffersonville,GA,4R03-049,4R03-41065,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,2,,$0.83 ,,0.04 ,,$50.13 ,,2.5 ,,$19.79 ,,$0.00 ,,,"$4,780 ",,"$113,402 ",,"5,731 ",,"2,262 ",,0 ,,"37,869 ",,No,,,,,,
Tift Transit System,Tifton,GA,4R03-064,4R03-40940,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$2.53 ,,0.09 ,,$77.74 ,,2.6 ,,$29.77 ,,$0.00 ,,,"$15,529 ",,"$182,450 ",,"6,129 ",,"2,347 ",,0 ,,"36,873 ",,No,,,,,,
Craig Tribal Association,Craig,AK,,00460,Tribe,Reduced Reporter,0 ,2,MB,DO,2,,$0.00 ,,0.00 ,,$45.32 ,,1.5 ,,$30.33 ,,$0.00 ,,,$0 ,,"$72,738 ",,"2,398 ",,"1,605 ",,0 ,,"31,364 ",,No,,,,,,
City of  Chadron,Chadron,NE,7R04-015,7R04-70265,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.18 ,,0.01 ,,$93.35 ,,6.5 ,,$14.35 ,,$0.00 ,,,$795 ,,"$64,226 ",,"4,476 ",,688 ,,0 ,,"12,199 ",,No,,,,,,
Glasgow Transit System,Glasgow,KY,4R04-006,4R04-41083,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,DO,2,,$0.06 ,,0.00 ,,$50.32 ,,2.2 ,,$22.82 ,,$0.00 ,,,$413 ,,"$148,588 ",,"6,510 ",,"2,953 ",,0 ,,"36,163 ",,No,,,,,,
City of Tamarac,Fort Lauderdale,FL,,44932,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ",2,MB,DO,2,,$0.00 ,,0.00 ,,$79.16 ,,6.9 ,,$11.43 ,,$0.00 ,,,$0 ,,"$292,404 ",,"25,580 ",,"3,694 ",,0 ,,"51,120 ",,No,,,,,,
City of Houston,Houston,MO,7R03-003,7R03-70165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$45.81 ,,6.6 ,,$6.96 ,,$0.00 ,,,$0 ,,"$77,836 ",,"11,187 ",,"1,699 ",,0 ,,"16,463 ",,No,,,,,,
Seneca Nation of Indians,Salamanca,NY,2T02,22929,Tribe,Reduced Reporter,0 ,2,MB,PT,2,,$0.00 ,,0.00 ,,$102.88 ,,1.7 ,,$61.48 ,,$0.00 ,,,$0 ,,"$758,019 ",,"12,330 ",,"7,368 ",,0 ,,"230,925 ",,No,,,,,,
National Capital Region Transportation Planning Board,Washington,DC,3106,30106,"MPO, COG or Other Planning Agency",Reduced Reporter,"4,586,770 ",2,VP,PT,2,,$15.89 ,,0.78 ,,$81.37 ,,4.0 ,,$20.37 ,,$0.00 ,,,"$13,775 ",,"$17,658 ",,867 ,,217 ,,0 ,,"9,572 ",,No,,,,,,
Havasupai Tribe,Supai,AZ,9T10,99298,Tribe,Reduced Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$46.63 ,,0.4 ,,$106.74 ,,$0.00 ,,,$0 ,,"$28,072 ",,263 ,,602 ,,0 ,,"26,672 ",,No,,,,,,
"City of Buchanan, dba: Buchanan Dial-A-Ride",Buchanan,MI,5R03-016,50243,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"278,165 ",2,DR,PT,2,,$1.48 ,,0.05 ,,$59.40 ,,2.0 ,,$29.13 ,,$0.00 ,,,"$9,901 ",,"$194,832 ",,"6,689 ",,"3,280 ",,0 ,,"35,550 ",,No,,,,,,
City of Carthage,Carthage,MO,7R03-002,7R03-70152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.22 ,,0.09 ,,$15.11 ,,1.1 ,,$14.05 ,,$0.00 ,,,"$5,462 ",,"$62,670 ",,"4,462 ",,"4,148 ",,0 ,,"28,509 ",,No,,,,,,
City of Neligh ,Neligh,NE,7R04-003,7R04-70125,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.20 ,,0.12 ,,$46.39 ,,4.5 ,,$10.34 ,,$0.00 ,,,"$9,424 ",,"$81,185 ",,"7,853 ",,"1,750 ",,0 ,,"5,126 ",,No,,,,,,
"City of Davis, dba: Davis Community Transit",Davis,CA,9167,90167,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"72,794 ",2,DR,DO,2,,$1.76 ,,0.02 ,,$291.36 ,,2.8 ,,$104.63 ,,$0.00 ,,,"$11,654 ",,"$692,567 ",,"6,619 ",,"2,377 ",,0 ,,"29,573 ",,No,,,,,,
Social Circle Area Transit,Social Circle,GA,4R03-014,4R03-41155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.12 ,,0.02 ,,$89.65 ,,1.9 ,,$46.46 ,,$0.00 ,,,"$2,468 ",,"$102,110 ",,"2,198 ",,"1,139 ",,0 ,,"8,986 ",,No,,,,,,
Chase County,Cottonwood Falls,KS,7R02-025,7R02-70144,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.24 ,,0.01 ,,$60.02 ,,3.1 ,,$19.07 ,,$0.00 ,,,$704 ,,"$55,276 ",,"2,899 ",,921 ,,0 ,,"5,498 ",,No,,,,,,
Bacon County,Alma,GA,4R03-101,4R03-41147,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,2,,$0.00 ,,0.00 ,,$78.09 ,,1.0 ,,$75.74 ,,$0.00 ,,,$0 ,,"$72,933 ",,963 ,,934 ,,0 ,,"10,231 ",,No,,,,,,
"City of Huntingburg, dba: Huntingburg Transit System ",Huntingburg,IN,5R02-009,5R02-50354,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.40 ,,0.06 ,,$56.59 ,,2.3 ,,$24.80 ,,$0.00 ,,,"$11,031 ",,"$194,856 ",,"7,856 ",,"3,443 ",,0 ,,"15,027 ",,No,,,,,,
City of Hartford,Hartford,WI,5210,50210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"68,444 ",2,DR,DO,2,,$3.86 ,,0.24 ,,$43.89 ,,2.7 ,,$16.05 ,,$0.00 ,,,"$56,716 ",,"$235,558 ",,"14,676 ",,"5,367 ",,0 ,,"28,640 ",,No,,,,,,
Santee Sioux Nation,Niobrara,NE,7T03,77069,Tribe,Reduced Reporter,0 ,2,MB,DO,2,,$0.00 ,,0.00 ,,$51.48 ,,1.5 ,,$34.90 ,,$0.00 ,,,$0 ,,"$82,879 ",,"2,375 ",,"1,610 ",,0 ,,"33,571 ",,No,,,,,,
Glacier Valley Transit,Girdwood,AK,0R04-011,0R04-00345,Private-Non-Profit Corporation,Rural Reporter,0 ,2,MB,PT,2,,$0.35 ,,0.02 ,,$60.49 ,,3.5 ,,$17.28 ,,$0.00 ,,,"$7,449 ",,"$368,494 ",,"21,326 ",,"6,092 ",,0 ,,"73,137 ",,No,,,,,,
Carter County,Ekalaka,MT,8R02-033,8R02-80135,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$4.32 ,,0.12 ,,$37.84 ,,1.0 ,,$37.02 ,,$0.00 ,,,"$3,003 ",,"$25,732 ",,695 ,,680 ,,0 ,,"25,269 ",,No,,,,,,
"West Yellowstone Foundation, Inc.",West Yellowstone,MT,8R02-032,8R02-80269,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$8.08 ,,0.12 ,,$69.98 ,,1.0 ,,$68.62 ,,$0.00 ,,,"$8,302 ",,"$70,539 ",,"1,028 ",,"1,008 ",,0 ,,"24,239 ",,No,,,,,,
Clintonville Transit Commission,Clintonville,WI,5R06-013,5R06-50409,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,2,DR,PT,2,,$1.26 ,,0.05 ,,$30.13 ,,1.3 ,,$23.90 ,,$0.00 ,,,"$5,994 ",,"$113,747 ",,"4,760 ",,"3,775 ",,0 ,,"13,215 ",,No,,,,,,
"County of Pierce, dba: Pierce County Ferry",Tacoma,WA,0028,00028,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,059,393 ",2,FB,PT,2,,$6.46 ,,0.58 ,,$906.73 ,,82.0 ,,$11.05 ,,$2.81 ,,,"$2,912,305 ",,"$4,982,498 ",,"450,737 ",,"5,495 ",,"1,772,060 ",,"44,090 ",,No,,,,,,
"City of Manhattan Beach , dba: City of Manhattan Beach Dial-A-Ride",Manhattan Beach,CA,,90283,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",2,DR,DO,2,,$0.33 ,,0.00 ,,$399.05 ,,1.8 ,,$223.19 ,,$0.00 ,,,"$1,427 ",,"$954,137 ",,"4,275 ",,"2,391 ",,0 ,,"15,507 ",,No,,,,,,
City Of Sidney ,Sidney,NE,7R04-010,7R04-70074,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.14 ,,0.04 ,,$100.28 ,,3.4 ,,$29.69 ,,$0.00 ,,,"$11,073 ",,"$288,616 ",,"9,722 ",,"2,878 ",,0 ,,"34,751 ",,No,,,,,,
Wolf Memorial Good Samaritan Center,Albion,NE,7R04-002,7R04-70202,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$3.31 ,,0.17 ,,$28.27 ,,1.4 ,,$19.50 ,,$0.00 ,,,"$3,534 ",,"$20,810 ",,"1,067 ",,736 ,,0 ,,"13,023 ",,No,,,,,,
Kaser Bus Service,Monsey,NY,2176,20176,Private-For-Profit Corporation,Reduced Reporter,"18,351,295 ",2,CB,PT,2,,$13.97 ,,2.18 ,,$106.22 ,,16.6 ,,$6.40 ,,$0.00 ,,,"$472,857 ",,"$216,802 ",,"33,858 ",,"2,041 ",,0 ,,"103,370 ",,No,,,,,,
City of Bath,Bath,ME,1R03-014,1R03-10152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,DO,2,,$0.73 ,,0.01 ,,$135.99 ,,1.6 ,,$83.47 ,,$0.00 ,,,"$1,349 ",,"$154,077 ",,"1,846 ",,"1,133 ",,0 ,,"13,001 ",,No,,,,,,
Sisseton-Wahpeton Oyate,Agency Village,SD,,88201,Tribe,Reduced Reporter,0 ,2,DR,PT,2,,$1.75 ,,0.08 ,,$55.36 ,,2.6 ,,$21.15 ,,$0.00 ,,,"$13,645 ",,"$164,765 ",,"7,790 ",,"2,976 ",,0 ,,"51,496 ",,No,,,,,,
Rawlins County ,Atwood,KS,,7R02-77076,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.31 ,,0.03 ,,$87.68 ,,8.0 ,,$10.91 ,,$0.00 ,,,"$1,115 ",,"$39,807 ",,"3,650 ",,454 ,,0 ,,"15,689 ",,No,,,,,,
Benson County Transportation,Maddock,ND,8R03-036,8R03-80249,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$4.48 ,,0.04 ,,$56.57 ,,0.5 ,,$121.18 ,,$0.00 ,,,"$4,188 ",,"$113,301 ",,935 ,,"2,003 ",,0 ,,"52,288 ",,No,,,,,,
Payson Senior Center,Payson,AZ,,9R01-99441,Private-Non-Profit Corporation,Rural Reporter,0 ,2,MB,DO,2,,$0.58 ,,0.01 ,,$38.43 ,,0.7 ,,$56.51 ,,$0.00 ,,,"$1,939 ",,"$189,472 ",,"3,353 ",,"4,930 ",,0 ,,"61,692 ",,No,,,,,,
Kemmerer Senior Citizens Association,Kemmerer,WY,8R05-038,8R05-80178,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$1.00 ,,0.08 ,,$14.96 ,,1.2 ,,$12.37 ,,$0.00 ,,,"$1,618 ",,"$19,965 ",,"1,614 ",,"1,335 ",,0 ,,"6,761 ",,No,,,,,,
Sheridan County Public Transit,Chadron,NE,7R04-054,7R04-70058,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$1.04 ,,0.02 ,,$100.92 ,,1.7 ,,$60.30 ,,$0.00 ,,,$762 ,,"$44,202 ",,733 ,,438 ,,0 ,,"9,616 ",,No,,,,,,
City of Smith Center,Smith Center,KS,7R02-121,7R02-70105,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$0.82 ,,0.07 ,,$50.52 ,,4.5 ,,$11.31 ,,$0.00 ,,,"$5,087 ",,"$70,226 ",,"6,208 ",,"1,390 ",,0 ,,"27,392 ",,No,,,,,,
Shoshone and Arapaho Tribes DOT,Fort Washakie,WY,8T15,80015,Tribe,Reduced Reporter,0 ,2,DR,DO,2,,$0.00 ,,0.00 ,,$34.97 ,,0.5 ,,$64.54 ,,$0.00 ,,,$0 ,,"$139,336 ",,"2,159 ",,"3,984 ",,0 ,,"64,975 ",,No,,,,,,
Los Angeles County Dept. of Public Works - Willowbrook et al.,Alhambra,CA,,90279,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",2,DR,PT,2,,$0.00 ,,0.00 ,,$247.04 ,,1.6 ,,$152.74 ,,$0.00 ,,,$0 ,,"$145,257 ",,951 ,,588 ,,0 ,,"6,721 ",,No,,,,,,
City of Kingman,Kingman,KS,7R02-081,7R02-70266,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.00 ,,0.08 ,,$37.57 ,,2.9 ,,$12.74 ,,$0.00 ,,,"$7,302 ",,"$93,027 ",,"7,302 ",,"2,476 ",,0 ,,"10,430 ",,No,,,,,,
City of New Richmond,New Richmond,WI,5R06-029,5R06-50360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,2,,$3.70 ,,0.21 ,,$32.40 ,,1.8 ,,$17.93 ,,$0.00 ,,,"$48,058 ",,"$232,889 ",,"12,989 ",,"7,187 ",,0 ,,"54,500 ",,No,,,,,,
Linn County,Mound City,KS,7R02-062,7R02-70096,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$4.80 ,,0.06 ,,$72.84 ,,0.9 ,,$84.68 ,,$0.00 ,,,"$5,081 ",,"$89,591 ",,"1,058 ",,"1,230 ",,0 ,,"38,493 ",,No,,,,,,
Clay County Task Force,Clay Center,KS,7R02-020,7R02-70250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.24 ,,0.04 ,,$200.66 ,,6.3 ,,$31.67 ,,$0.00 ,,,"$2,788 ",,"$71,034 ",,"2,243 ",,354 ,,0 ,,"4,305 ",,No,,,,,,
City of Waupun,Waupun,WI,5R06-046,5R06-50350,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,PT,2,,$2.89 ,,0.20 ,,$23.83 ,,1.6 ,,$14.62 ,,$0.00 ,,,"$27,794 ",,"$140,714 ",,"9,622 ",,"5,905 ",,0 ,,"34,737 ",,No,,,,,,
Rooks County Transportation Service,Plainville,KS,7R02-054,7R02-70088,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.22 ,,0.03 ,,$70.82 ,,1.5 ,,$48.67 ,,$0.00 ,,,"$2,802 ",,"$111,747 ",,"2,296 ",,"1,578 ",,0 ,,"47,626 ",,No,,,,,,
White Pass Community Services Coalition,Morton,WA,0R03-030,0R03-00366,Private-Non-Profit Corporation,Rural Reporter,0 ,2,MB,DO,2,,$2.89 ,,0.02 ,,$184.63 ,,1.1 ,,$163.55 ,,$0.00 ,,,"$6,719 ",,"$379,774 ",,"2,322 ",,"2,057 ",,0 ,,"68,317 ",,No,,,,,,
Pyramid Lake Paiute Tribe,Nixon,NV,9T31,99406,Tribe,Reduced Reporter,0 ,2,MB,DO,2,,$0.87 ,,0.00 ,,$86.91 ,,0.2 ,,$400.30 ,,$0.00 ,,,"$1,105 ",,"$507,574 ",,"1,268 ",,"5,840 ",,0 ,,"135,424 ",,No,,,,,,
Los Angeles County Dept. of Public Works - Florence-Firestone,Alhambra,CA,,90273,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",2,MB,PT,2,,$0.14 ,,0.02 ,,$96.05 ,,14.6 ,,$6.58 ,,$0.00 ,,,"$13,179 ",,"$629,121 ",,"95,551 ",,"6,550 ",,0 ,,"58,251 ",,No,,,,,,
City of Arcata,Arcata,CA,9R02-108,9R02-91018,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,MB,DO,2,,$4.52 ,,0.16 ,,$226.71 ,,8.2 ,,$27.77 ,,$0.00 ,,,"$156,906 ",,"$963,987 ",,"34,712 ",,"4,252 ",,0 ,,"56,285 ",,No,,,,,,
Norton County Senior Citizens,Norton,KS,7R02-048,7R02-70084,Private-Non-Profit Corporation,Rural Reporter,0 ,2,DR,DO,2,,$0.77 ,,0.06 ,,$100.31 ,,8.2 ,,$12.21 ,,$0.00 ,,,"$3,962 ",,"$63,196 ",,"5,175 ",,630 ,,0 ,,"9,975 ",,No,,,,,,
City of California City,California City,CA,9R02-097,9R02-91111,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,2,DR,DO,2,,$1.43 ,,0.04 ,,$191.11 ,,5.1 ,,$37.33 ,,$0.00 ,,,"$9,900 ",,"$259,338 ",,"6,947 ",,"1,357 ",,0 ,,"22,295 ",,No,,,,,,
