"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Oglala Sioux Tribe","Pine Ridge","SD","88122","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","6","MB","Bus","DO","6","6.5726",,"0.052",,"110.4115",,"0.8731",,"126.4522",,"0",,"54605",,"1050565",,"8308",,"9515",,"0",,"328408",
"Spirit Lake Tribe","Fort Totten","ND","88128","Tribe","Reduced Reporter","2022","00038","North Dakota Non-UZA","403127","5","DR","Demand Response","DO","5","0.6246",,"0.0079",,"103.7412",,"1.3099",,"79.1993",,"0",,"6801",,"862401",,"10889",,"8313",,"0",,"180467",
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit","Pablo","MT","88134","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","18","CB","Commuter Bus","DO","2","11.2209",,"0.0905",,"87.1794",,"0.7035",,"123.9241",,"0",,"26010",,"287256",,"2318",,"3295",,"0",,"139699",
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit","Pablo","MT","88134","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","18","DR","Demand Response","DO","16","0.7373",,"0.0081",,"79.4764",,"0.8757",,"90.7588",,"0",,"11141",,"1371366",,"15110",,"17255",,"0",,"385902",
"Standing Rock Public Transportation","Fort Yates","ND","88140","Tribe","Reduced Reporter","2022","00038","North Dakota Non-UZA","403127","14","DR","Demand Response","DO","14","1.3526",,"0.017",,"123.5389",,"1.5524",,"79.5769",,"0",,"22362",,"1315566",,"16532",,"10649",,"0",,"200450",
"Turtle Mountain Band of Chippewa Indian","Belcourt","ND","88146","Tribe","Reduced Reporter","2022","00038","North Dakota Non-UZA","403127","4","MB","Bus","DO","4","0",,"0",,"33.0498",,"0.3191",,"103.5761",,"0",,"0",,"192548",,"1859",,"5826",,"0",,"44908",
"Blackfeet Nation Transit Department","Browning","MT","88152","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","10","DR","Demand Response","DO","10","0.611",,"0.0125",,"73.984",,"1.5136",,"48.8782",,"0",,"9424",,"753897",,"15424",,"10190",,"0",,"110360",
"Cheyenne River Sioux Tribe","Eagle Butte","SD","88158","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","11","DR","Demand Response","PT","11","1.4653",,"0.0255",,"78.4342",,"1.3636",,"57.5209",,"0",,"25367",,"995801",,"17312",,"12696",,"0",,"238946",
"Chippewa Cree Tribe","Box Elder","MT","88164","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","4","DR","Demand Response","DO","4","0",,"0",,"148.9969",,"7.7207",,"19.2983",,"0",,"0",,"284882",,"14762",,"1912",,"0",,"108919",
"Chippewa Cree Tribe","Box Elder","MT","88164","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","4","MB","Bus","DO","0","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Fort Belknap Indian Community","Harlem","MT","88170","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","2","MB","Bus","DO","2","0",,"0",,"189.9667",,"2",,"94.9833",,"0",,"0",,"153873",,"1620",,"810",,"0",,"25245",
"Lower Brule Sioux Tribe","Lower Brule","SD","88176","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","4","DR","Demand Response","DO","4","0.0952",,"0.002",,"67.9457",,"1.4051",,"48.3564",,"0",,"645",,"327566",,"6774",,"4821",,"0",,"204157",
"Rosebud Sioux Tribe","Rosebud","SD","88182","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","9","DR","Demand Response","DO","9","1.9509",,"0.125",,"35.9365",,"2.3025",,"15.6076",,"0",,"105384",,"843106",,"54019",,"23461",,"0",,"263225",
"Crow Tribe of Indians","Crow Agency","MT","88188","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","6","MB","Bus","DO","6","0",,"0",,"163.841",,"1.7269",,"94.8765",,"0",,"0",,"809866",,"8536",,"4943",,"0",,"221907",
"Crow Tribe of Indians","Crow Agency","MT","88188","Tribe","Reduced Reporter","2022","00030","Montana Non-UZA","688772","6","DR","Demand Response","DO","0","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Yankton Sioux Tribe","Wagner","SD","88194","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","5","MB","Bus","DO","3","0.5993",,"0.0155",,"36.9249",,"0.955",,"38.6659",,"0",,"2377",,"153349",,"3966",,"4153",,"0",,"110149",
"Yankton Sioux Tribe","Wagner","SD","88194","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","5","DR","Demand Response","DO","2","0.8891",,"0.002",,"253.0279",,"0.5798",,"436.3678",,"0",,"481",,"236075",,"541",,"933",,"0",,"36587",
"Ute Tribe","Fort Duchesne","UT","88200","Tribe","Reduced Reporter","2022","00049","Utah Non-UZA","647581","4","DR","Demand Response","DO","2","0.2551",,"0.00090",,"310.3067",,"1.098",,"282.6008",,"0",,"200",,"221559",,"784",,"714",,"0",,"26176",
"Ute Tribe","Fort Duchesne","UT","88200","Tribe","Reduced Reporter","2022","00049","Utah Non-UZA","647581","4","MB","Bus","DO","2","0.2861",,"0.0026",,"202.4044",,"1.8142",,"111.5663",,"0",,"190",,"74080",,"664",,"366",,"0",,"9268",
"Sisseton-Wahpeton Oyate","Agency Village","SD","88201","Tribe","Reduced Reporter","2022","00046","South Dakota Non-UZA","599629","2","DR","Demand Response","PT","2","2.0893",,"0.1039",,"56.2625",,"2.7986",,"20.104",,"0",,"18085",,"174020",,"8656",,"3093",,"0",,"64267",
"Montrose County Seniors, dba: All Points Transit","Montrose","CO","88215","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"21","DR","Demand Response","DO","17","10.4649",,"0.1989",,"65.0972",,"1.237",,"52.627",,"0",,"237145",,"1192580",,"22661",,"18320",,"0",,"199610",
"Montrose County Seniors, dba: All Points Transit","Montrose","CO","88215","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"21","MB","Bus","DO","4","1.0619",,"0.0423",,"53.0459",,"2.114",,"25.0921",,"0",,"26415",,"624191",,"24876",,"11767",,"0",,"115571",
"City of Dillon","Dillon","MT","88216","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","DR","Demand Response","DO","2","0",,"0",,"37.8679",,"3.7606",,"10.0697",,"0",,"0",,"75130",,"7461",,"1984",,"0",,"12403",
"Fallon County","Baker","MT","88217","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","DO","5","1.0562",,"0.0431",,"50.6123",,"2.0647",,"24.5135",,"0",,"5901",,"136957",,"5587",,"2706",,"0",,"35786",
"Powell County Public Transportation","Deer Lodge","MT","88218","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","DR","Demand Response","DO","4","0.9386",,"0.0958",,"24.8822",,"2.5403",,"9.7952",,"0",,"5627",,"58722",,"5995",,"2360",,"0",,"29475",
"Powell Senior Citizens Ago-Go, Inc.","Powell","WY","88219","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"3","DR","Demand Response","DO","3","1.6481",,"0.0721",,"70.5342",,"3.0843",,"22.8685",,"0",,"9221",,"127949",,"5595",,"1814",,"0",,"16682",
"Wildrose Public Transportation","Crosby","ND","88222","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"3","DR","Demand Response","DO","3","2.3231",,"0.065",,"69.8352",,"1.9554",,"35.7141",,"0",,"10693",,"164392",,"4603",,"2354",,"0",,"51540",
"Washakie County Senior Citizens Center","Worland","WY","88224","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"5","DR","Demand Response","DO","5","1.2732",,"0.064",,"36.0346",,"1.81",,"19.9089",,"0",,"8271",,"129328",,"6496",,"3589",,"0",,"38297",
"City of Winter Park",,"CO","88225","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"23","DR","Demand Response","PT","2","0",,"0",,"76.9938",,"1.2305",,"62.5715",,"0",,"0",,"149984",,"2397",,"1948",,"0",,"22141",
"City of Winter Park",,"CO","88225","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"23","CB","Commuter Bus","PT","2","0",,"0",,"102.8378",,"2.5573",,"40.2142",,"0",,"0",,"377209",,"9380",,"3668",,"0",,"82086",
"City of Winter Park",,"CO","88225","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"23","MB","Bus","PT","19","0",,"0",,"95.5518",,"15.3801",,"6.2127",,"0",,"0",,"2236390",,"359971",,"23405",,"0",,"313949",
"Town of Telluride, dba: Galloping Goose","Telluride","CO","88226","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","MB","Bus","DO","4","0",,"0",,"162.572",,"21.2445",,"7.6524",,"0",,"0",,"1502816",,"196384",,"9244",,"0",,"71197",
"Town of Avon, dba: Avon Transit","Avon","CO","88228","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","MB","Bus","DO","7","0",,"0",,"116.3266",,"36.6029",,"3.1781",,"0",,"0",,"1461179",,"459769",,"12561",,"0",,"175864",
"Bent County, dba: Bent County Transit","Las Animas","CO","88229","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","DO","1","0.1884",,"0.0307",,"25.2934",,"4.1248",,"6.132",,"0",,"1544",,"50258",,"8196",,"1987",,"0",,"15144",
"Bent County, dba: Bent County Transit","Las Animas","CO","88229","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","MB","Bus","DO","4","0.5958",,"0.0357",,"79.4853",,"4.7669",,"16.6744",,"0",,"12185",,"340992",,"20450",,"4290",,"0",,"158529",
"Teller Senior Coalition","Divide","CO","88230","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"9","DR","Demand Response","DO","8","4.0004",,"0.0651",,"62.0267",,"1.0096",,"61.4388",,"0",,"29967",,"460238",,"7491",,"7420",,"0",,"130693",
"Teller Senior Coalition","Divide","CO","88230","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"9","MB","Bus","DO","1","0.0486",,"0.0022",,"46.2489",,"2.0655",,"22.3911",,"0",,"23",,"10591",,"473",,"229",,"0",,"2092",
"High Valley Transit District",,"UT","88239","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"25","MB","Bus","PT","13","0",,"0",,"36.9854",,"3.4061",,"10.8584",,"0",,"0",,"7561878",,"696405",,"204456",,"0",,"2423047",
"High Valley Transit District",,"UT","88239","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"25","DR","Demand Response","PT","12","0",,"0",,"63.949",,"4.0918",,"15.6287",,"0",,"0",,"2526051",,"161629",,"39501",,"0",,"712007",
"Town of Estes Park, dba: Estes Transit","Estes Park","CO","88281","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","MB","Bus","PT","6","0",,"0",,"123.1008",,"11.2607",,"10.9319",,"0",,"0",,"833762",,"76269",,"6773",,"0",,"82487",
"Disability Services, Inc., dba: Envida","Colorado Springs","CO","88288","Private-Non-Profit Corporation","Reduced Reporter","2022","18856","Colorado Springs, CO","632494","25","MB","Bus","DO","3","0",,"0",,"71.3717",,"0.6258",,"114.0433",,"0",,"0",,"258080",,"2263",,"3616",,"0",,"92053",
"Disability Services, Inc., dba: Envida","Colorado Springs","CO","88288","Private-Non-Profit Corporation","Reduced Reporter","2022","18856","Colorado Springs, CO","632494","25","DR","Demand Response","DO","22","0",,"0",,"76.3775",,"3.3192",,"23.0108",,"0",,"0",,"1749122",,"76013",,"22901",,"0",,"456935",
"Park County Windrider Transit","Livingston","MT","88293","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","MB","Bus","DO","2","0",,"0",,"42.3511",,"1.3868",,"30.5386",,"0",,"0",,"141241",,"4625",,"3335",,"0",,"33746",
"San Miguel Authority for Regional Transportation, dba: SMART","Telluride","CO","88294","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","MB","Bus","PT","3","0",,"0",,"97.3319",,"4.226",,"23.0319",,"0",,"0",,"701276",,"30448",,"7205",,"0",,"32800",
"San Miguel Authority for Regional Transportation, dba: SMART","Telluride","CO","88294","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","VP","Vanpool","DO","8","2.0448",,"0.2479",,"19.2395",,"2.3327",,"8.2479",,"0",,"13980",,"56391",,"6837",,"2931",,"0",,"112202",
"San Miguel Authority for Regional Transportation, dba: SMART","Telluride","CO","88294","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","CB","Commuter Bus","PT","4","1.5245",,"0.0975",,"125.3933",,"8.0233",,"15.6287",,"0",,"47862",,"490664",,"31395",,"3913",,"0",,"99949",
"Butte Silver Bow COA","Butte","MT","88296","Area Agency on Aging","Rural Reporter","2022",,,,"1","DR","Demand Response","DO","1","0",,"0",,"25.464",,"4.2061",,"6.0541",,"0",,"0",,"41761",,"6898",,"1640",,"0",,"13759",
"Community Transit of Watertown/Sisseton, Inc.","Watertown","SD","88297","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"50","DR","Demand Response","DO","50","2.3572",,"0.1824",,"35.9968",,"2.7852",,"12.9242",,"0",,"403882",,"2214454",,"171342",,"61518",,"0",,"699251",
"Vail, Town of","Vail","CO","88298","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"27","DR","Demand Response","DO","1","0",,"0",,"35",,"6",,"5.8333",,"0",,"0",,"35",,"6",,"1",,"0",,"4",
"Vail, Town of","Vail","CO","88298","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"27","MB","Bus","DO","26","0",,"0",,"97.9724",,"34.4839",,"2.8411",,"0",,"0",,"6532605",,"2299319",,"66678",,"0",,"760836",
"Clear Creek County, dba: Roundabout Transit Solution","Georgetown","CO","88299","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","MB","Bus","DO","3","0.0041",,"0.00010",,"93.9218",,"2.8532",,"32.9181",,"0",,"62",,"492620",,"14965",,"5245",,"0",,"148878",
"Red Lodge Area Community Foundation","Red Lodge","MT","88303","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"2","DR","Demand Response","DO","2","0",,"0",,"96.9142",,"0.6735",,"143.9056",,"0",,"0",,"157001",,"1091",,"1620",,"0",,"44435",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","74179","Reno, NV--CA","446529","421","DR","Demand Response","PT","34","1.9192",,"0.0333",,"116.2781",,"2.0188",,"57.5982",,"7.8448",,"277279",,"8321445",,"144474",,"71565",,"1060764",,"1090973",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","74179","Reno, NV--CA","446529","421","CB","Commuter Bus","PT","3","2.7015",,"0.0745",,"156.0305",,"4.3052",,"36.2423",,"1.4118",,"35136",,"471368",,"13006",,"3021",,"333884",,"88852",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","74179","Reno, NV--CA","446529","421","VP","Vanpool","PT","329","5.4989",,"1.2381",,"27.1745",,"6.1186",,"4.4413",,"0.1297",,"3561776",,"2876745",,"647722",,"105862",,"22177543",,"4498922",
"Regional Transportation Commission of Washoe County","Reno","NV","90001","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","74179","Reno, NV--CA","446529","421","MB","Bus","PT","55","0.5842",,"0.0841",,"138.3763",,"19.9078",,"6.9509",,"1.8841",,"2093866",,"24911882",,"3584000",,"180030",,"13222249",,"1934646",
"City and County of Honolulu, dba: City & County of Honolulu DTS","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","39889","Honolulu, HI","853252","683","DR","Demand Response","TX","77","1.428",,"0.0899",,"53.8541",,"3.3906",,"15.8832",,"2.1857",,"95252",,"1059472",,"66704",,"19673",,"484728",,"411072",
"City and County of Honolulu, dba: City & County of Honolulu DTS","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","39889","Honolulu, HI","853252","683","MB","Bus","PT","355","0.9176",,"0.144",,"163.7466",,"25.7007",,"6.3713",,"1.3607",,"31888794",,"221424599",,"34753527",,"1352239",,"162729639",,"17183540",
"City and County of Honolulu, dba: City & County of Honolulu DTS","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","39889","Honolulu, HI","853252","683","VP","Vanpool","PT","57","3.5548",,"0.5444",,"41.4348",,"6.3452",,"6.5301",,"0.2365",,"179818",,"330318",,"50584",,"7972",,"1396834",,"239601",
"City and County of Honolulu, dba: City & County of Honolulu DTS","Honolulu","HI","90002","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","39889","Honolulu, HI","853252","683","DR","Demand Response","PT","194","1.5182",,"0.0231",,"134.4608",,"2.0425",,"65.8317",,"6.78",,"1349229",,"58505509",,"888713",,"435112",,"8629122",,"6440433",
"San Francisco Bay Area Rapid Transit District","Oakland","CA","90003","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","580","HR","Heavy Rail","DO","566","3.5416",,"0.1975",,"271.7117",,"15.15",,"17.9347",,"1.2824",,"130240843",,"659542867",,"36774619",,"2427363",,"514304342",,"77158833",
"San Francisco Bay Area Rapid Transit District","Oakland","CA","90003","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","580","MG","Monorail/Automated Guideway","PT","2","5.6241",,"0.2653",,"404.5679",,"19.0836",,"21.1997",,"6.6666",,"2123705",,"8005186",,"377608",,"19787",,"1200793",,"262125",
"San Francisco Bay Area Rapid Transit District","Oakland","CA","90003","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","580","YR","Hybrid Rail","DO","12","2.878",,"0.1717",,"462.0851",,"27.5687",,"16.7612",,"2.2815",,"3084746",,"17965407",,"1071845",,"38879",,"7874327",,"1133956",
"Golden Empire Transit District","Bakersfield","CA","90004","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","04681","Bakersfield, CA","570235","91","DR","Demand Response","DO","30","6.6312",,"0.1275",,"96.7028",,"1.8593",,"52.0091",,"9.3662",,"708197",,"5554415",,"106797",,"57438",,"593029",,"845048",
"Golden Empire Transit District","Bakersfield","CA","90004","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","04681","Bakersfield, CA","570235","91","MB","Bus","DO","61","0.8956",,"0.0974",,"121.1683",,"13.1734",,"9.198",,"2.6425",,"2771344",,"28460856",,"3094249",,"234887",,"10770579",,"2913459",
"Navajo Nation","Fort Defiance","AZ","90005","Tribe","Reduced Reporter","2022","00004","Arizona Non-UZA","1296856","18","CB","Commuter Bus","DO","18","0",,"0",,"156.9221",,"3.4079",,"46.047",,"0",,"0",,"2038732",,"44275",,"12992",,"0",,"452069",
"Santa Cruz Metropolitan Transit District","Santa Cruz","CA","90006","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79336","Santa Cruz, CA","169038","86","CB","Commuter Bus","DO","6","10.7916",,"0.3553",,"264.9598",,"8.7244",,"30.37",,"0.9928",,"1244850",,"3503299",,"115354",,"13222",,"3528679",,"374187",
"Santa Cruz Metropolitan Transit District","Santa Cruz","CA","90006","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79336","Santa Cruz, CA","169038","86","MB","Bus","DO","51","2.5536",,"0.1645",,"248.2949",,"15.996",,"15.5223",,"3.5198",,"6792351",,"41288210",,"2659929",,"166287",,"11730286",,"2210921",
"Santa Cruz Metropolitan Transit District","Santa Cruz","CA","90006","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79336","Santa Cruz, CA","169038","86","DR","Demand Response","DO","29","3.3629",,"0.0396",,"165.087",,"1.944",,"84.9219",,"12.8624",,"210547",,"5316792",,"62608",,"32206",,"413360",,"367221",
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","143","DR","Demand Response","PT","2","0.9381",,"0.0151",,"89.455",,"1.4378",,"62.2166",,"36.7672",,"2819",,"186961",,"3005",,"2090",,"5085",,"11375",
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","143","DR","Demand Response","TN","17","0.5684",,"0.0232",,"160.7513",,"6.5674",,"24.4771",,"12.3848",,"10658",,"458945",,"18750",,"2855",,"37057",,"37057",
"City of Santa Monica, dba: Big Blue Bus","Santa Monica","CA","90008","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","143","MB","Bus","DO","124","0.89",,"0.0759",,"179.2312",,"15.2808",,"11.7292",,"3.3162",,"5617870",,"74036446",,"6312168",,"413078",,"22325873",,"3921249",
"San Mateo County Transit District","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","312","MB","Bus","DO","157","1.1969",,"0.0563",,"323.1432",,"15.1878",,"21.2765",,"5.9608","W","6501713",,"115577002",,"5432149",,"357665",,"19389369","W","4154942",
"San Mateo County Transit District","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","312","MB","Bus","PT","58","1.2969",,"0.1001",,"124.5393",,"9.6113",,"12.9575",,"2.4934",,"1974013",,"19722672",,"1522100",,"158365",,"7909991",,"1913356",
"San Mateo County Transit District","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","312","DR","Demand Response","PT","74","2.5071",,"0.0243",,"154.446",,"1.4987",,"103.05",,"9.1741",,"394522",,"16216057",,"157361",,"104995",,"1767586",,"1373229",
"San Mateo County Transit District","San Carlos","CA","90009","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","312","DR","Demand Response","TX","23","2.6169",,"0.0301",,"205.7233",,"2.3638",,"87.0301",,"3.4103",,"43084",,"1432863",,"16464",,"6965",,"420161",,"250951",
"City of Torrance, dba: Torrance Transit System","Torrance","CA","90010","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","74","DR","Demand Response","TX","36","2.2246",,"0.2447",,"59.0847",,"6.4985",,"9.0921",,"2.6023",,"56525",,"231021",,"25409",,"3910",,"88775",,"93690",
"City of Torrance, dba: Torrance Transit System","Torrance","CA","90010","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","74","MB","Bus","DO","38","0.1967",,"0.0184",,"192.1076",,"17.9941",,"10.6762",,"2.1037",,"412486",,"22383416",,"2096578",,"116515",,"10640133",,"1521332",
"Reno-Sparks Indian Colony","Reno","NV","90011","Tribe","Reduced Reporter","2022","74179","Reno, NV--CA","446529","2","MB","Bus","DO","2","0",,"0",,"64.5134",,"1.2727",,"50.6909",,"0",,"0",,"255989",,"5050",,"3968",,"0",,"75370",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","CB","Commuter Bus","PT","5","6.0536",,"0.0941",,"257.2214",,"4",,"64.3054",,"1.4516",,"6780",,"72022",,"1120",,"280",,"49616",,"8516",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","CB","Commuter Bus","DO","5","5.4113",,"0.1311",,"223.9693",,"5.428",,"41.2619",,"0.9314",,"174179",,"1328138",,"32188",,"5930",,"1425928",,"181452",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","MB","Bus","PT","14","0.9652",,"0.0197",,"175.2326",,"3.5853",,"48.8752",,"10.8611",,"4523",,"229029",,"4686",,"1307",,"21087",,"15626",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","DR","Demand Response","TX","10","4.65",,"0.1224",,"181.6873",,"4.7839",,"37.9793",,"7.8165",,"71628",,"585033",,"15404",,"3220",,"74846",,"68589",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","MB","Bus","DO","56","0.6314",,"0.0407",,"212.3177",,"13.688",,"15.5112",,"4.4318",,"1097188",,"26953099",,"1737649",,"126947",,"6081772",,"1443824",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","DR","Demand Response","DO","14","4.035",,"0.0392",,"164.094",,"1.5943",,"102.9275",,"14.3221",,"112904",,"2880014",,"27981",,"17551",,"201089",,"327636",
"San Joaquin Regional Transit District","Stockton","CA","90012","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85087","Stockton, CA","414847","115","DR","Demand Response","PT","11","3.7699",,"0.0684",,"115.8583",,"2.1034",,"55.0809",,"11.3214",,"78132",,"1141552",,"20725",,"9853",,"100831",,"122370",
"Santa Clara Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79039","San Jose, CA","1837446","496","DR","Demand Response","PT","121","3.7681",,"0.044",,"120.0165",,"1.4004",,"85.7023",,"8.495",,"1036071",,"23564275",,"274955",,"196342",,"2773895",,"3026133",
"Santa Clara Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79039","San Jose, CA","1837446","496","MB","Bus","PT","12","1.2868",,"0.0343",,"124.187",,"3.3128",,"37.4873",,"8.7053",,"77075",,"2245301",,"59895",,"18080",,"257922",,"168465",
"Santa Clara Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79039","San Jose, CA","1837446","496","MB","Bus","DO","333","1.1957",,"0.0641",,"236.0875",,"12.659",,"18.6498",,"3.6176",,"18080143",,"282008665",,"15121268",,"1194509",,"77955015",,"14058542",
"Santa Clara Valley Transportation Authority","San Jose","CA","90013","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79039","San Jose, CA","1837446","496","LR","Light Rail","DO","30","1.2187",,"0.0241",,"992.0027",,"19.5769",,"50.6722",,"9.3408",,"2804855",,"116619835",,"2301457",,"117560",,"12485050",,"1584635",
"Alameda-Contra Costa Transit District","Oakland","CA","90014","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78904","San Francisco--Oakland, CA","3515933","546","DR","Demand Response","PT","132","3.7492",,"0.0326",,"149.0704",,"1.2956",,"115.0553",,"12.8207",,"1187725",,"36448604",,"316792",,"244506",,"2842957",,"3282440",
