"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Glen-wood, Inc., dba: Quality Transit","Plentywood","MT","80254","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"8","DR","Demand Response","DO","8","0.5055",,"0.0353",,"51.0882",,"3.565",,"14.3305",,"0",,"15308",,"433943",,"30281",,"8494",,,,"107741",
"Big Sky Transportation District, dba: Skyline","Big Sky","MT","80255","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"11","DR","Demand Response","PT","4","0",,"0",,"67.4188",,"8.3978",,"8.0282",,"0",,"0",,"729471",,"90864",,"10820",,,,"142213",
"Big Sky Transportation District, dba: Skyline","Big Sky","MT","80255","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"11","MB","Bus","PT","7","1.2715",,"0.0786",,"142.3828",,"8.7968",,"16.1857",,"0",,"226665",,"2885388",,"178268",,"20265",,,,"446065",
"Town of Mountain Village, dba: Mountain Village Transit","Telluride","CO","80256","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"75","DR","Demand Response","DO","0","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,,"0",
"Town of Mountain Village, dba: Mountain Village Transit","Telluride","CO","80256","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"75","MB","Bus","DO","4","0",,"0",,"126.4139",,"16.5163",,"7.6539",,"0",,"0",,"402249",,"52555",,"3182",,,,"47842",
"Town of Mountain Village, dba: Mountain Village Transit","Telluride","CO","80256","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"75","TR","Aerial Tramway","DO","71","0",,"0",,"14.2383",,"8.4717",,"1.6807",,"0",,"0",,"5255277",,"3126851",,"369094",,,,"4126465",
"Uinta Senior Citizens, Inc.","Evanston","WY","80257","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"4","DR","Demand Response","DO","4","2.181",,"0.1035",,"34.6871",,"1.6465",,"21.067",,"0",,"10098",,"97540",,"4630",,"2812",,,,"21803",
"City of Glenwood Springs, dba: Ride Glenwood Springs","Glenwood Springs","CO","80258","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"3","MB","Bus","PT","3","0",,"0",,"152.4249",,"26.6322",,"5.7233",,"0",,,,"1525773",,"266588",,"10010",,,,"116048",
"Richland County, dba: Richland County Transit","Sidney","MT","80259","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"9","DR","Demand Response","DO","9","0",,"0",,"83.0537",,"4.8579",,"17.0967",,"0",,,,"465765",,"27243",,"5608",,,,"66759",
"Uintah Basin Association of Governments","Roosevelt","UT","80260","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"7","DR","Demand Response","DO","3","0",,"0",,"105.8072",,"4.144",,"25.5329",,"0",,,,"41159",,"1612",,"389",,,,"3800",
"Uintah Basin Association of Governments","Roosevelt","UT","80260","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"7","MB","Bus","DO","4","0",,"0",,"115.4238",,"2.5287",,"45.6458",,"0",,,,"1323911",,"29004",,"11470",,,,"263712",
"Can-Do Transportation, dba: Towner County Transportation","Cando","ND","80261","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","2.0418",,"0.0779",,"29.7004",,"1.1338",,"26.196",,"0",,"8012",,"102793",,"3924",,"3461",,,,"50698",
"City of Laurel, dba: Laurel Transit","Laurel","MT","80262","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"1","DR","Demand Response","DO","1","2.0973",,"0.1517",,"22.5718",,"1.6331",,"13.8212",,"0",,"5583",,"36792",,"2662",,"1630",,,,"8601",
"Town of Snowmass Village, dba: Village Shuttle","Snowmass Village","CO","80263","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"24","MB","Bus","DO","24","0",,"0",,"134.2001",,"14.5343",,"9.2334",,"0",,"0",,"4512077",,"488671",,"33622",,,,"356088",
"Cody Council on Aging, Inc., dba: Cody Senior Center","Cody","WY","80264","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"6","DR","Demand Response","DO","6","0.788",,"0.0517",,"39.662",,"2.6024",,"15.2405",,"0",,"7979",,"154325",,"10126",,"3891",,,,"23248",
"Senior Resource Development Agency, Pueblo, Inc.","Pueblo","CO","80267","Private-Non-Profit Corporation","Reduced Reporter","2024","72613","Pueblo, CO","120642","12","DR","Demand Response","DO","10","2.4761",,"0.0947",,"45.439",,"1.7371",,"26.1587",,"0",,"64694",,"683448",,"26127",,"15041",,,,"233062",
"Senior Resource Development Agency, Pueblo, Inc.","Pueblo","CO","80267","Private-Non-Profit Corporation","Reduced Reporter","2024","72613","Pueblo, CO","120642","12","MB","Bus","DO","2","8.8378",,"0.0622",,"136.8525",,"0.9637",,"142.0008",,"0",,"57322",,"921017",,"6486",,"6730",,,,"256565",
"Southwest Transportation Services, dba: Southwest Public Transit","Bowman","ND","80268","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"5","DR","Demand Response","DO","5","2.717",,"0.0597",,"73.0331",,"1.6051",,"45.5001",,"0",,"27444",,"459597",,"10101",,"6293",,,,"112176",
"West Yellowstone Foundation, Inc., dba: West Yellowstone Foundation","West Yellowstone","MT","80269","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","7.6508",,"0.0743",,"154.459",,"1.5005",,"102.9361",,"0",,"10780",,"145037",,"1409",,"939",,,,"24629",
"Golden Valley/Billings County Council On Aging","Beach","ND","80270","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"5","DR","Demand Response","DO","5","7.3041",,"0.105",,"56.6489",,"0.8142",,"69.574",,"0",,"22409",,"213453",,"3068",,"3768",,,,"112670",
"Yankton Transit, Inc.","Yankton","SD","80271","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"11","DR","Demand Response","DO","11","1.2215",,"0.1085",,"60.3404",,"5.3618",,"11.2538",,"0",,"94767",,"873125",,"77585",,"14470",,,,"174591",
"Canon City Golden Age Council, Inc, dba: Fremont County Transit","Canon City","CO","80274","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"9","DR","Demand Response","DO","9","18.2105",,"0.4739",,"46.2351",,"1.2033",,"38.4237",,"0",,"131607",,"277688",,"7227",,"6006",,,,"86373",
"City of Cripple Creek, dba: Cripple Creek Transit","Cripple Creek","CO","80275","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"7","DR","Demand Response","DO","6","0",,"0",,"122.8808",,"8.8093",,"13.949",,"0",,"0",,"393710",,"28225",,"3204",,,,"29409",
"City of Cripple Creek, dba: Cripple Creek Transit","Cripple Creek","CO","80275","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"7","MB","Bus","DO","1","0",,"0",,"35.9474",,"3.3264",,"10.8067",,"0",,"0",,"72470",,"6706",,"2016",,,,"19840",
"Carbon County Senior Services, Inc.","Rawlins","WY","80278","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"6","DR","Demand Response","DO","6","0.2001",,"0.0428",,"38.1816",,"8.1685",,"4.6742",,"0",,"3501",,"81785",,"17497",,"2142",,,,"20789",
"Archuleta County, dba: Mountain Express Transit","Pagosa Springs","CO","80280","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","DR","Demand Response","DO","3","2.3505",,"0.019",,"64.6774",,"0.5233",,"123.6005",,"0",,"2642",,"138927",,"1124",,"2148",,,,"24001",
"Archuleta County, dba: Mountain Express Transit","Pagosa Springs","CO","80280","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","MB","Bus","DO","3","0.526",,"0.0132",,"88.9234",,"2.2251",,"39.9633",,"0",,"4341",,"329817",,"8253",,"3709",,,,"55768",
"Park City Municipal Corporation","Park City","UT","80284","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","DR","Demand Response","DO","2","0",,"0",,"167.9952",,"1.5761",,"106.5864",,"0",,"0",,"809737",,"7597",,"4820",,,,"49847",
"Park City Municipal Corporation","Park City","UT","80284","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","MB","Bus","DO","25","0.0005",,"0",,"186.4036",,"18.2124",,"10.235",,"0",,"792",,"17214558",,"1681930",,"92351",,,,"1163720",
"Via Mobility Services, dba: Via","Boulder","CO","80285","Private-Non-Profit Corporation","Full Reporter","2024","09298","Boulder, CO","120828","59","DR","Demand Response","DO","59","0.311",,"0.0045",,"169.3767",,"2.4726",,"68.5019",,"12.9712",,"45853",,"10098408",,"147418",,"59621",,"778523",,"801710",
"Goshen County Senior Friendship Center, dba: Senior Friendship Center","Torrington","WY","80287","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"5","DR","Demand Response","DO","5","0.4085",,"0.0258",,"67.0741",,"4.2305",,"15.8548",,"0",,"6853",,"265949",,"16774",,"3965",,,,"54051",
"Weston County Senior Services","Newcastle","WY","80288","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"8","DR","Demand Response","DO","8","0.4676",,"0.1152",,"16.9128",,"4.1677",,"4.0581",,"0",,"7172",,"62239",,"15337",,"3680",,,,"43111",
"Roaring Fork Transportation Authority","Glenwood Springs","CO","80289","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"97","CB","Commuter Bus","DO","31","1.1862",,"0.0872",,"238.2208",,"17.5223",,"13.5953",,"0",,"1962632",,"22494709",,"1654599",,"94428",,,,"2054604",
"Roaring Fork Transportation Authority","Glenwood Springs","CO","80289","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"97","DR","Demand Response","DO","8","0",,"0",,"149.2224",,"1.6493",,"90.4756",,"0",,,,"1309725",,"14476",,"8777",,,,"77646",
"Roaring Fork Transportation Authority","Glenwood Springs","CO","80289","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"97","MB","Bus","DO","37","0.6859",,"0.0795",,"207.3434",,"24.0341",,"8.6271",,"0",,"1362568",,"17137970",,"1986538",,"82655",,,,"877896",
"Roaring Fork Transportation Authority","Glenwood Springs","CO","80289","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"97","RB","Bus Rapid Transit","DO","21","1.6071",,"0.121",,"233.9845",,"17.6188",,"13.2804",,"0",,"1782957",,"14733533",,"1109421",,"62968",,,,"1703308",
"Hazen Busing Project, dba: Hazen Busing","Hazen","ND","80290","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","DR","Demand Response","DO","4","1.1722",,"0.1447",,"30.2274",,"3.7325",,"8.0984",,"0",,"22834",,"157757",,"19480",,"5219",,,,"26921",
"Walsh County Transportation Program, dba: Walsh County Public Transportation Program","Park River","ND","80296","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","3.2196",,"0.0659",,"98.4817",,"2.0172",,"48.8198",,"0",,"15438",,"234091",,"4795",,"2377",,,,"41456",
"Community Coordinated Transportation System","Pierre","SD","80298","Private-Non-Profit Corporation","Reduced Reporter","2024","82252","Sioux Falls, SD","194283","11","DR","Demand Response","DO","11","9.7336",,"0.8337",,"44.1258",,"3.7794",,"11.6753",,"0",,"590179",,"707910",,"60633",,"16043",,,,"123961",
"Silver Key Senior Services, Inc","Colorado Springs","CO","80299","Private-Non-Profit Corporation","Reduced Reporter","2024","18856","Colorado Springs, CO","632494","21","DR","Demand Response","DO","21","1.9084",,"0.048",,"70.6472",,"1.7786",,"39.7213",,"0",,"64658",,"1345759",,"33880",,"19049",,,,"194667",
"Rendezvous Pointe","Pinedale","WY","80301","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"4","DR","Demand Response","DO","4","10.8933",,"0.1056",,"212.9427",,"2.0639",,"103.1761",,"0",,"10207",,"96676",,"937",,"454",,,,"25306",
"Souris Basin Transit","Minot","ND","80302","Private-Non-Profit Corporation","Reduced Reporter","2024","57655","Minot, ND","50925","26","DR","Demand Response","DO","26","2.3757",,"0.0864",,"64.9371",,"2.3628",,"27.4837",,"0",,"205634",,"2378907",,"86557",,"36634",,,,"486631",
"City of Minot, dba: Minot City Transit","Minot","ND","80303","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","57655","Minot, ND","50925","7","MB","Bus","DO","7","0.9381",,"0.0496",,"121.4319",,"6.4255",,"18.8983",,"0",,"76870",,"1548621",,"81945",,"12753",,,,"187389",
"Services for Seniors, Inc., dba: Services for Seniors","Wheatland","WY","80304","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"4","DR","Demand Response","DO","4","0.2631",,"0.0178",,"28.2083",,"1.9073",,"14.7895",,"0",,"2209",,"124173",,"8396",,"4402",,,,"18799",
"Northern Cheyenne Tribe, dba: Northern Cheyenne Tribal Transit Program","Lame Deer","MT","88116","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","2","MB","Bus","DO","2","0",,"0",,"92.6672",,"3.1785",,"29.1543",,"0",,"0",,"106938",,"3668",,"1154",,,,"33622",
"Oglala Sioux Tribe","Pine Ridge","SD","88122","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","7","MB","Bus","DO","7","7.3016",,"0.0984",,"106.3815",,"1.4339",,"74.1905",,"0",,"89328",,"907647",,"12234",,"8532",,,,"297396",
"Spirit Lake Tribe, dba: Spirit Lake Tribal Transit","Fort Totten","ND","88128","Tribe","Reduced Reporter","2024","00038","North Dakota Non-UZA","403127","4","DR","Demand Response","DO","4","0.7256",,"0.0133",,"76.2516",,"1.3943",,"54.6882",,"0",,"8336",,"628313",,"11489",,"8240",,,,"195883",
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit","Pablo","MT","88134","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","20","CB","Commuter Bus","DO","2","13.7563",,"0.1875",,"54.1821",,"0.7384",,"73.3811",,"0",,"32960",,"175821",,"2396",,"3245",,,,"138972",
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit","Pablo","MT","88134","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","20","DR","Demand Response","DO","18","0.4626",,"0.007",,"100.9729",,"1.5307",,"65.9653",,"0",,"11511",,"1641415",,"24883",,"16256",,,,"365436",
"Sitting Bull College","Fort Yates","ND","88140","Tribe","Reduced Reporter","2024","00038","North Dakota Non-UZA","403127","14","DR","Demand Response","DO","14","2.526",,"0.0384",,"127.3801",,"1.9379",,"65.7307",,"0",,"44150",,"1148841",,"17478",,"9019",,,,"201111",
"Turtle Mountain Band of Chippewa Indian","Belcourt","ND","88146","Tribe","Reduced Reporter","2024","00038","North Dakota Non-UZA","403127","4","DR","Demand Response","DO","4","0",,"0",,"44.9849",,"0.5074",,"88.6493",,"0",,"0",,"286869",,"3236",,"6377",,,,"90576",
"Blackfeet Nation, dba: Blackfeet Transit Program","Browning","MT","88152","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","13","DR","Demand Response","DO","13","0.6136",,"0.0103",,"94.4274",,"1.5777",,"59.8526",,"0",,"10220",,"996964",,"16657",,"10558",,,,"202173",
"Cheyenne River Sioux Tribe","Eagle Butte","SD","88158","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","11","DR","Demand Response","PT","11","1.152",,"0.0248",,"78.7494",,"1.6937",,"46.4964",,"0",,"27051",,"1091782",,"23481",,"13864",,,,"278993",
"Chippewa Cree Tribe","Box Elder","MT","88164","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","3","DR","Demand Response","DO","2","0",,"0",,"69.8039",,"2.8067",,"24.8705",,"0",,"0",,"172974",,"6955",,"2478",,,,"75045",
"Chippewa Cree Tribe","Box Elder","MT","88164","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","3","MB","Bus","DO","1","0",,"0",,"85.6195",,"2.2234",,"38.5077",,"0",,"0",,"109593",,"2846",,"1280",,,,"62243",
"Fort Belknap Indian Community, dba: Fort Belknap Transit","Harlem","MT","88170","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","2","DR","Demand Response","DO","1","0",,"0",,"147.3755",,"1.1473",,"128.4539",,"0",,,,"71035",,"553",,"482",,,,"21751",
"Fort Belknap Indian Community, dba: Fort Belknap Transit","Harlem","MT","88170","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","2","MB","Bus","DO","1","0",,"0",,"125.5377",,"3.479",,"36.0846",,"0",,,,"173242",,"4801",,"1380",,,,"56598",
"Lower Brule Sioux Tribe, dba: Red Tail Express","Lower Brule","SD","88176","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","4","DR","Demand Response","DO","4","0.2874",,"0.0088",,"43.4039",,"1.3328",,"32.5665",,"0",,"3905",,"442416",,"13585",,"10193",,,,"327207",
"Rosebud Sioux Tribe, dba: RST Transit Services","Rosebud","SD","88182","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","13","DR","Demand Response","DO","13","1.5842",,"0.1192",,"40.9995",,"3.0862",,"13.2847",,"0",,"98658",,"827329",,"62277",,"20179",,,,"277909",
"Crow Tribe of Indians, dba: Crow Nation Transit","Crow Agency","MT","88188","Tribe","Reduced Reporter","2024","00030","Montana Non-UZA","688772","4","MB","Bus","DO","4","1.1463",,"0.0119",,"165.2484",,"1.7089",,"96.6994",,"0",,"12805",,"1080229",,"11171",,"6537",,,,"244005",
"Yankton Sioux Tribe","Wagner","SD","88194","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","5","DR","Demand Response","DO","2","1.6899",,"0.0036",,"328.4029",,"0.7007",,"468.6653",,"0",,"823",,"228240",,"487",,"695",,,,"16792",
"Yankton Sioux Tribe","Wagner","SD","88194","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","5","MB","Bus","DO","3","0.5164",,"0.0089",,"51.7483",,"0.889",,"58.207",,"0",,"1357",,"152968",,"2628",,"2956",,,,"74020",
"Ute Tribe, dba: Ute Tribe Transit","Fort Duchesne","UT","88200","Tribe","Reduced Reporter","2024","00049","Utah Non-UZA","647581","6","DR","Demand Response","DO","3","0.5775",,"0.0019",,"258.7277",,"0.8674",,"298.2918",,"0",,"287",,"148251",,"497",,"573",,,,"16709",
"Ute Tribe, dba: Ute Tribe Transit","Fort Duchesne","UT","88200","Tribe","Reduced Reporter","2024","00049","Utah Non-UZA","647581","6","MB","Bus","DO","3","1.2153",,"0.0039",,"157.5131",,"0.5058",,"311.4389",,"0",,"587",,"150425",,"483",,"955",,,,"23349",
"Sisseton-Wahpeton Oyate","Agency Village","SD","88201","Tribe","Reduced Reporter","2024","00046","South Dakota Non-UZA","599629","4","DR","Demand Response","PT","4","2.2884",,"0.0929",,"70.0161",,"2.842",,"24.6365",,"0",,"38066",,"409804",,"16634",,"5853",,,,"154681",
"Montrose County Senior Citizens Transportation, Inc., dba: All Points Transit","Montrose","CO","88215","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"34","DR","Demand Response","DO","21","12.5381",,"0.2367",,"69.7786",,"1.3171",,"52.9777",,"0",,"339056",,"1432624",,"27042",,"20531",,,,"258594",
"Montrose County Senior Citizens Transportation, Inc., dba: All Points Transit","Montrose","CO","88215","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"34","MB","Bus","DO","13","1.5862",,"0.046",,"48.5101",,"1.4078",,"34.4584",,"0",,"43397",,"942746",,"27359",,"19434",,,,"337691",
"City of Dillon","Dillon","MT","88216","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","0",,"0",,"55.4497",,"4.5417",,"12.2091",,"0",,,,"109735",,"8988",,"1979",,,,"15717",
"Fallon County, dba: Fallon County Transportation System","Baker","MT","88217","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","DR","Demand Response","DO","4","1.1846",,"0.0451",,"43.6974",,"1.6623",,"26.2872",,"0",,"6782",,"150494",,"5725",,"3444",,,,"48724",
"Powell County, dba: Powell County Public Transit","Deer Lodge","MT","88218","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","DR","Demand Response","DO","4","2.6971",,"0.2484",,"25.3021",,"2.3301",,"10.8588",,"0",,"21304",,"85774",,"7899",,"3390",,,,"63035",
"Powell Senior Citizens A-Go Go, Inc., dba: Powell Senior Center","Powell","WY","88219","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"3","DR","Demand Response","DO","3","1.3742",,"0.0594",,"86.9766",,"3.7584",,"23.1418",,"0",,"8594",,"144729",,"6254",,"1664",,,,"17033",
"Wildrose Public Transportation","Crosby","ND","88222","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"3","DR","Demand Response","DO","3","2.9486",,"0.0665",,"80.4065",,"1.8141",,"44.3222",,"0",,"13699",,"205921",,"4646",,"2561",,,,"56941",
"Washakie County Senior Citizens Center, dba: Worland Van-Go Public Transportation","Worland","WY","88224","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"5","DR","Demand Response","DO","5","1.7918",,"0.0885",,"37.2137",,"1.839",,"20.2356",,"0",,"14677",,"165750",,"8191",,"4454",,,,"40231",
"Town of Winter Park, dba: The Lift","Winter Park","CO","88225","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","CB","Commuter Bus","PT","3","0",,"0",,"94.2193",,"6.1864",,"15.23",,"0",,"0",,"479105",,"31458",,"5085",,,,"111399",
"Town of Winter Park, dba: The Lift","Winter Park","CO","88225","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","DR","Demand Response","PT","3","0",,"0",,"65.4243",,"2.0983",,"31.1794",,"0",,"0",,"244883",,"7854",,"3743",,,,"19301",
"Town of Winter Park, dba: The Lift","Winter Park","CO","88225","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","MB","Bus","PT","21","0",,"0",,"80.0831",,"18.1753",,"4.4062",,"0",,"0",,"2105545",,"477864",,"26292",,,,"411779",
"Town of Telluride, dba: Galloping Goose","Telluride","CO","88226","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","MB","Bus","DO","2","0",,"0",,"117.0147",,"14.5467",,"8.0441",,"0",,"0",,"1109533",,"137932",,"9482",,,,"76414",
"Town of Avon, dba: Avon Transit","Avon","CO","88228","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"8","MB","Bus","DO","8","0",,"0",,"116.7431",,"37.4269",,"3.1192",,"0",,"0",,"1687989",,"541155",,"14459",,,,"196994",
"Teller Senior Coalition, dba: TSC Transit","Divide","CO","88230","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"13","DR","Demand Response","DO","12","23.7863",,"0.3783",,"54.6346",,"0.8689",,"62.8776",,"0",,"266121",,"703475",,"11188",,"12876",,,,"239813",
"Teller Senior Coalition, dba: TSC Transit","Divide","CO","88230","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"13","MB","Bus","DO","1","0",,"0",,"101.6681",,"3.3021",,"30.7887",,"0",,,,"23892",,"776",,"235",,,,"1860",
"High Valley Transit District","Park City","UT","88239","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"44","DR","Demand Response","PT","27","0",,"0",,"82.6166",,"4.4515",,"18.5594",,"0",,"0",,"6512669",,"350909",,"78830",,,,"1408474",
"High Valley Transit District","Park City","UT","88239","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"44","MB","Bus","DO","10","0",,"0",,"312.221",,"16.4443",,"18.9866",,"0",,,,"15814304",,"832921",,"50651",,,,"929842",
"High Valley Transit District","Park City","UT","88239","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"44","MB","Bus","PT","7","0",,"0",,"56.9436",,"13.2606",,"4.2942",,"0",,"0",,"1135968",,"264536",,"19949",,,,"239600",
"Town of Estes Park, dba: The Peak","Estes Park","CO","88281","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","MB","Bus","PT","6","0",,"0",,"143.3951",,"16.0508",,"8.9338",,"0",,"0",,"775624",,"86819",,"5409",,,,"59770",
"Disability Services, Inc., dba: Envida","Colorado Springs","CO","88288","Private-Non-Profit Corporation","Reduced Reporter","2024","18856","Colorado Springs, CO","632494","22","DR","Demand Response","DO","20","0",,"0",,"62.4053",,"1.4405",,"43.3212",,"0",,"0",,"1892315",,"43681",,"30323",,,,"468310",
"Disability Services, Inc., dba: Envida","Colorado Springs","CO","88288","Private-Non-Profit Corporation","Reduced Reporter","2024","18856","Colorado Springs, CO","632494","22","MB","Bus","DO","2","0",,"0",,"60.7126",,"0.8067",,"75.263",,"0",,"0",,"141946",,"1886",,"2338",,,,"52185",
"Park County, dba: Windrider Transit","Livingston","MT","88293","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","MB","Bus","DO","2","0",,"0",,"48.7909",,"1.3221",,"36.9035",,"0",,,,"214631",,"5816",,"4399",,,,"37999",
"San Miguel Authority for Regional Transportation, dba: SMART","Telluride","CO","88294","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"16","CB","Commuter Bus","PT","5","1.2804",,"0.0694",,"125.6672",,"6.8138",,"18.4429",,"0",,"46773",,"673702",,"36529",,"5361",,,,"151357",
"San Miguel Authority for Regional Transportation, dba: SMART","Telluride","CO","88294","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"16","MB","Bus","PT","3","0",,"0",,"109.7515",,"6.821",,"16.0903",,"0",,"0",,"749054",,"46553",,"6825",,,,"95993",
"San Miguel Authority for Regional Transportation, dba: SMART","Telluride","CO","88294","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"16","VP","Vanpool","DO","8","2.7382",,"0.4062",,"15.9646",,"2.3683",,"6.741",,"0",,"22010",,"54184",,"8038",,"3394",,,,"176800",
"Butte Silver Bow County Council on Aging, dba: Belmont Senior Center","Butte","MT","88296","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","0",,"0",,"35.4124",,"2.3454",,"15.099",,"0",,,,"69727",,"4618",,"1969",,,,"11849",
"Community Transit of Watertown/Sisseton, Inc.","Watertown","SD","88297","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"58","DR","Demand Response","DO","58","2.6361",,"0.1892",,"40.7074",,"2.9225",,"13.929",,"0",,"502707",,"2656318",,"190704",,"65254",,,,"830399",
"Town of Vail, dba: Vail Transit","Vail","CO","88298","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","DR","Demand Response","DO","1","0",,"0",,"105.0465",,"2.4186",,"43.4327",,"0",,"0",,"9034",,"208",,"86",,,,"881",
"Town of Vail, dba: Vail Transit","Vail","CO","88298","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"27","MB","Bus","DO","26","0",,"0",,"105.3808",,"38.3015",,"2.7513",,"0",,"0",,"7217850",,"2623386",,"68493",,,,"793391",
"Clear Creek County, dba: RoundAbout","Georgetown","CO","88299","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"3","MB","Bus","DO","3","0",,"0",,"60.2728",,"4.5387",,"13.2799",,"0",,"0",,"254110",,"19135",,"4216",,,,"107722",
